Type;Name;Address;Telephone;Website;Email
Silver Partner;Safecoms Myanmar Co Ltd;Parkside One Building, 271-273, Bagayar Street, Sanchaung Township,  Yangon Myanmar;+959266860079;;scmy@safecoms.com
Silver Partner;WMSSoft Pty Ltd;Building 4, 195 Wellington Rd3168 Clayton Australia;;;sales@wmssoft.com.au
Silver Partner;Prime Spectrum;;;;
Silver Partner;INFORMATICA SISTEMES I TECNOLOGIA DIGITAL SL;;;;
Silver Partner;OTB Africa;15th floor, View Park TowersMonrovia Street, Opp. Alliance Francaise22918 - 00100 Nairobi Kenya;+254 202 498 997;http://www.otbafrica.com/;info@otbafrica.com
Silver Partner;General Procurement;2601 Walnut Ave.Tustin, CA 92780United States;9496797960;http://generalprocurement.com;info@generalprocurement.com
Silver Partner;Value Mine Technology Limited;Rm 836, 8/F, Rykadan Capital Tower, No. 135 Hoi Bun Road Kwun Tong Hong Kong;+852 31165004;https://www.valueminetech.com/;jeffrey.kam@valueminetech.com
Silver Partner;GMO-Z.com RUNSYSTEM;6th and 12th Floor, Ocean Park Building, No.1, Dao Duy Anh Street,Phuong Mai Ward, Dong Da District, Hanoi City Vietnam;+84 24 3772 4304;https://runsystem.net/;"thaonn@runsystem.net; lampd@runsystem.net; trangnl@runsystem.net"
Silver Partner;LEITH Solutions KSA;Riyadh Riyadh Saudi Arabia;+966 54 381 9943;http://www.leithsolutions.net;m.helmy@leithsolutions.net
Silver Partner;e-cosi;4 avenue Marcellin Berthelot 44821 SAINT HERBLAIN Cedex44800 Saint HerblainFrance;+33 2 85­ 52 47 50;http://www.e-cosi.com;contact@e-cosi.com
Silver Partner;Ergo Ventures Pvt. Ltd.;House-147B, Road-22,  Mohakhali DOHS, Dhaka-1206 Bangladesh; +88 0193 88 55500 ;http://www.ergo-ventures.com;info@ergo-ventures.com
Silver Partner;IFE GmbH;Switzerland;;http://www.ife.de/;wm@ife.de
Silver Partner;AVALANTEC Business Innovations;Heredia Centro de Relojería el Loga 125 oeste Heredia Costa Rica;;http://www.avalantec.com;ventas@avalantec.com
Silver Partner;SPA SMARTEST Algeria;Route des DunesLotissement 617, Division 4 Cheraga Algeria;+213560312904;;odoo@smartest.dz
Silver Partner;IT-SYS Corporation - KSA;Southern Circular Road - Ta'meer Riyadh Buidlings Riyadh Saudi Arabia;;http://www.it-syscorp.com;Info.ksa@it-syscorp.com
Silver Partner;Planet-Odoo;424 Neo Corporate Plaza Cabin A,Ramchandra Lane Extention, Malad WestMumbai 400064Maharashtra MHIndia;;http://www.planet-odoo.com;info@planet-odoo.com
Silver Partner;Comstar USA;1 Corporate DriveCranbury, NJ 08512.United States;1-888-244-1292;http://comstarusa.com;odoo@comstarusa.com
Silver Partner;LOO;SAN IGNACIO9710000 Padre Hurtado Chile;+56 9 90093454;;contacto@odooerp.cl
Silver Partner;Emerald-IT S.A de C.V.;Ricardo Margain #50Col. Santa Engracia66267 San Pedro Garza García NLMexico;;http://emerald-it.com;carlos@emerald-it.com
Silver Partner;Business Analytics Consulting Group S.A. de C.V.;Edif.Centro Comercial Morazan, Torre 1, #8, Of.10813,Blvd. Morazan, frente Mall Dorado, Tegucigalpa,  Francisco Morazan Honduras; +504-2263-2224 (BACG);http://www.bacgroup.net/;contacto@bacgroup.net
Silver Partner;White-Code KSA;32246 Al-Jalawiah - King Saud St. Dammam Saudi Arabia;;;ksa@white-code.co.uk
Silver Partner;BaseUp Labs;S&L Building, 101 Esteban St.,Legaspi Village, Makati City Makati City Philippines;+63277507205;http://baseuplabs.com;hello@baseuplabs.com
Silver Partner;Tecnika Global, SA de CV;Aguilar Barraza y Paliza 402 Sur.Col. Miguel Alemán80200 Culiacán SINMexico;;http://www.tecnika.com.mx;tecnika@tecnika.com.mx
Silver Partner;Qualsys Consulting, S.C.;Laguna de Términos 221 Int. 608-ACol Granada11520 Ciudad de México EMXMexico;525552553576;http://www.qualsys.com.mx;alma_gonzalez@qualsys.com.mx
Silver Partner;PT Bumi Amartha Teknologi Mandiri(AMARTEK);Menara Batavia, 12A Floor, Jl. K.H. Mas Mansyur Kav. 12610220 Jakarta Indonesia;+62-21-3970-8371  / +628111903373 ;https://batmandiri.com/wpbatm/;martinus.getty.santika@batmandiri.com
